Symbol,NSE Symbol,Company Name,ISIN,SERIES,Market Cap,Market Cap Rank
TVSMOTOR.NS,TVSMOTOR,TVS Motor Company Limited,INE494B01023,EQ,2045468868608.0,45
INDIGO.NS,INDIGO,InterGlobe Aviation Limited,INE646L01027,EQ,1997519585280.0,46
IOC.NS,IOC,Indian Oil Corporation Limited,INE242A01010,EQ,1936021913600.0,47
ADANIENSOL.NS,ADANIENSOL,Adani Energy Solutions Limited,INE931S01010,EQ,1933980205056.0,48
TORNTPHARM.NS,TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028,EQ,1920857800704.0,49
SOLARINDS.NS,SOLARINDS,Solar Industries India Limited,INE343H01029,EQ,1845997207552.0,50
HYUNDAI.NS,HYUNDAI,Hyundai Motor India Limited,INE0V6F01027,EQ,1842030706688.0,51
WIPRO.NS,WIPRO,Wipro Limited,INE075A01022,EQ,1790095917056.0,52
VAML.NS,VAML,Vedanta Aluminium Metal Limited,INE1CDF01017,EQ,1780880637952.0,53
SBILIFE.NS,SBILIFE,SBI Life Insurance Company Limited,INE123W01016,EQ,1766998933504.0,54
MOTHERSON.NS,MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,EQ,1743971811328.0,55
TMCV.NS,TMCV,Tata Motors Limited,INE1TAE01010,EQ,1717243084800.0,56
DLF.NS,DLF,DLF Limited,INE271C01023,EQ,1682716753920.0,57
PIDILITIND.NS,PIDILITIND,Pidilite Industries Limited,INE318A01026,EQ,1658634895360.0,58
ABB.NS,ABB,ABB India Limited,INE117A01022,EQ,1591219978240.0,59
CHOLAFIN.NS,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,INE121A01024,EQ,1591039492096.0,60
IDEA.NS,IDEA,Vodafone Idea Limited,INE669E01016,EQ,1590475751424.0,61
TATACAP.NS,TATACAP,Tata Capital Limited,INE976I01016,EQ,1584211558400.0,62
JIOFIN.NS,JIOFIN,Jio Financial Services Limited,INE758E01017,EQ,1574188875776.0,63
ICICIAMC.NS,ICICIAMC,ICICI Prudential Asset Management Company Limited,INE346A01027,EQ,1551774121984.0,64
TRENT.NS,TRENT,Trent Limited,INE849A01020,EQ,1545307160576.0,65
BHEL.NS,BHEL,Bharat Heavy Electricals Limited,INE257A01026,EQ,1500246966272.0,66
POWERINDIA.NS,POWERINDIA,Hitachi Energy India Limited,INE07Y701011,EQ,1485596917760.0,67
SIEMENS.NS,SIEMENS,Siemens Limited,INE003A01024,EQ,1456176758784.0,68
TECHM.NS,TECHM,Tech Mahindra Limited,INE669C01036,EQ,1453670268928.0,69
CUMMINSIND.NS,CUMMINSIND,Cummins India Limited,INE298A01020,EQ,1439499550720.0,70
BOSCHLTD.NS,BOSCHLTD,Bosch Limited,INE323A01026,EQ,1434690256896.0,71
UNIONBANK.NS,UNIONBANK,Union Bank of India,INE692A01016,EQ,1419850678272.0,72
CGPOWER.NS,CGPOWER,CG Power and Industrial Solutions Limited,INE067A01029,EQ,1400575098880.0,73
VBL.NS,VBL,Varun Beverages Limited,INE200M01039,EQ,1400340348928.0,74
LTM.NS,LTM,LTM Limited,INE214T01019,EQ,1385956245504.0,75
BSE.NS,BSE,BSE Limited,INE118H01025,EQ,1382869499904.0,76
POLYCAB.NS,POLYCAB,Polycab India Limited,INE455K01017,EQ,1368971411456.0,77
BPCL.NS,BPCL,Bharat Petroleum Corporation Limited,INE029A01011,EQ,1364022788096.0,78
PNB.NS,PNB,Punjab National Bank,INE160A01022,EQ,1326285586432.0,79
BRITANNIA.NS,BRITANNIA,Britannia Industries Limited,INE216A01030,EQ,1278649303040.0,80
LODHA.NS,LODHA,Lodha Developers Limited,INE670K01029,EQ,1272633098240.0,81
APOLLOHOSP.NS,APOLLOHOSP,Apollo Hospitals Enterprise Limited,INE437A01024,EQ,1270840688640.0,82
BAJAJHLDNG.NS,BAJAJHLDNG,Bajaj Holdings & Investment Limited,INE118A01012,EQ,1262068432896.0,83
BANKBARODA.NS,BANKBARODA,Bank of Baroda,INE028A01039,EQ,1250952478720.0,84
MUTHOOTFIN.NS,MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,EQ,1240939102208.0,85
JINDALSTEL.NS,JINDALSTEL,JINDAL STEEL LIMITED,INE749A01030,EQ,1199821946880.0,86
HDFCLIFE.NS,HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014,EQ,1190282919936.0,87
INDIANB.NS,INDIANB,Indian Bank,INE562A01011,EQ,1188561027072.0,88
ZYDUSLIFE.NS,ZYDUSLIFE,Zydus Lifesciences Limited,INE010B01027,EQ,1188027039744.0,89
GROWW.NS,GROWW,Billionbrains Garage Ventures Limited,INE0HOQ01053,EQ,1185439416320.0,90
TMPV.NS,TMPV,Tata Motors Passenger Vehicles Limited,INE155A01022,EQ,1176315494400.0,91
CANBK.NS,CANBK,Canara Bank,INE476A01022,EQ,1164218204160.0,92
PFC.NS,PFC,Power Finance Corporation Limited,INE134E01011,EQ,1161635823616.0,93
ENRIN.NS,ENRIN,Siemens Energy India Limited,INE1NPP01017,EQ,1154756378624.0,94
CIPLA.NS,CIPLA,Cipla Limited,INE059A01026,EQ,1149986537472.0,95
SBIFUNDS.NS,SBIFUNDS,SBI Funds Management Limited,INE640G01020,EQ,1148363341824.0,96
LGEINDIA.NS,LGEINDIA,LG Electronics India Limited,INE324D01010,EQ,1148075638784.0,97
GAIL.NS,GAIL,GAIL (India) Limited,INE129A01019,EQ,1124996087808.0,98
VEDL.NS,VEDL,Vedanta Limited,INE205A01025,EQ,1124387782656.0,99
TATAPOWER.NS,TATAPOWER,Tata Power Company Limited,INE245A01021,EQ,1124280172544.0,100
HEROMOTOCO.NS,HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,EQ,1120790773760.0,101
GVT&D.NS,GVT&D,GE Vernova T&D India Limited,INE200A01026,EQ,1111037181952.0,102
ABCAPITAL.NS,ABCAPITAL,Aditya Birla Capital Limited,INE674K01013,EQ,1110140518400.0,103
LENSKART.NS,LENSKART,Lenskart Solutions Limited,INE956O01016,EQ,1101828194304.0,104
HDFCAMC.NS,HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,EQ,1101614284800.0,105
IRFC.NS,IRFC,Indian Railway Finance Corporation Limited,INE053F01010,EQ,1096447688704.0,106
MARICO.NS,MARICO,Marico Limited,INE196A01026,EQ,1075372883968.0,107
UNITDSPR.NS,UNITDSPR,United Spirits Limited,INE854D01024,EQ,1072183705600.0,108
OFSS.NS,OFSS,Oracle Financial Services Software Limited,INE881D01027,EQ,1061543346176.0,109
PAYTM.NS,PAYTM,One 97 Communications Limited,INE982J01020,EQ,1058446704640.0,110
INDIAMART.NS,INDIAMART,Indiamart Intermesh Limited,INE933S01016,EQ,1056647151616.0,111
LAURUSLABS.NS,LAURUSLABS,Laurus Labs Limited,INE947Q01028,EQ,1047395172352.0,112
GMRAIRPORT.NS,GMRAIRPORT,GMR AIRPORTS LIMITED,INE776C01039,EQ,1038052884480.0,113
ASHOKLEY.NS,ASHOKLEY,Ashok Leyland Limited,INE208A01029,EQ,1032447393792.0,114
MAZDOCK.NS,MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01020,EQ,1030635913216.0,115
TATACONSUM.NS,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,EQ,1029970329600.0,116
AMBUJACEM.NS,AMBUJACEM,Ambuja Cements Limited,INE079A01024,EQ,1023868862464.0,117
INDHOTEL.NS,INDHOTEL,The Indian Hotels Company Limited,INE053A01029,EQ,1021882269696.0,118
LLOYDSME.NS,LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,EQ,1018399817728.0,119
MANIPALHOS.NS,MANIPALHOS,Manipal Health Enterprises Limited,INE459N01021,EQ,1015010820096.0,120
INDUSTOWER.NS,INDUSTOWER,Indus Towers Limited,INE121J01017,EQ,1002136928256.0,121
IDBI.NS,IDBI,IDBI Bank Limited,INE008A01015,EQ,996317659136.0,122
LUPIN.NS,LUPIN,Lupin Limited,INE326A01037,EQ,992952778752.0,123
MAXHEALTH.NS,MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,EQ,986999685120.0,124
MANKIND.NS,MANKIND,Mankind Pharma Limited,INE634S01028,EQ,984128028672.0,125
DRREDDY.NS,DRREDDY,Dr. Reddy's Laboratories Limited,INE089A01031,EQ,981260107776.0,126
JSWENERGY.NS,JSWENERGY,JSW Energy Limited,INE121E01018,EQ,980869251072.0,127
BHARATFORG.NS,BHARATFORG,Bharat Forge Limited,INE465A01025,EQ,974201225216.0,128
MEESHO.NS,MEESHO,Meesho Limited,INE0VDM01015,EQ,964886331392.0,129
NYKAA.NS,NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,EQ,961667399680.0,130
AUROPHARMA.NS,AUROPHARMA,Aurobindo Pharma Limited,INE406A01037,EQ,946669289472.0,131
GODREJCP.NS,GODREJCP,Godrej Consumer Products Limited,INE102D01028,EQ,936324038656.0,132
PERSISTENT.NS,PERSISTENT,Persistent Systems Limited,INE262H01021,EQ,917857370112.0,133
COFORGE.NS,COFORGE,Coforge Limited,INE591G01025,EQ,892307570688.0,134
DIXON.NS,DIXON,Dixon Technologies (India) Limited,INE935N01020,EQ,890747748352.0,135
NAUKRI.NS,NAUKRI,Info Edge (India) Limited,INE663F01032,EQ,877036699648.0,136
SHREECEM.NS,SHREECEM,SHREE CEMENT LIMITED,INE070A01015,EQ,865937981440.0,137
FEDERALBNK.NS,FEDERALBNK,The Federal Bank  Limited,INE171A01029,EQ,850161041408.0,138
MCX.NS,MCX,Multi Commodity Exchange of India Limited,INE745G01043,EQ,848040951808.0,139
POLICYBZR.NS,POLICYBZR,PB Fintech Limited,INE417T01026,EQ,836989091840.0,140
RECLTD.NS,RECLTD,REC Limited,INE020B01018,EQ,834205319168.0,141
SAIL.NS,SAIL,Steel Authority of India Limited,INE114A01011,EQ,826105004032.0,142
AUBANK.NS,AUBANK,AU Small Finance Bank Limited,INE949L01017,EQ,806752354304.0,143
JSWINFRA.NS,JSWINFRA,JSW Infrastructure Limited,INE880J01026,EQ,793984761856.0,144
LTF.NS,LTF,L&T Finance Limited,INE498L01015,EQ,787528941568.0,145
OIL.NS,OIL,Oil India Limited,INE274J01014,EQ,785407541248.0,146
ICICIGI.NS,ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,EQ,780373000192.0,147
BHARTIHEXA.NS,BHARTIHEXA,Bharti Hexacom Limited,INE343G01021,EQ,775049969664.0,148
HINDPETRO.NS,HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015,EQ,774527385600.0,149
INDUSINDBK.NS,INDUSINDBK,IndusInd Bank Limited,INE095A01012,EQ,774465716224.0,150
SRF.NS,SRF,SRF Limited,INE647A01010,EQ,767661899776.0,151
HAVELLS.NS,HAVELLS,Havells India Limited,INE176B01034,EQ,767445172224.0,152
NTPCGREEN.NS,NTPCGREEN,NTPC Green Energy Limited,INE0ONG01011,EQ,765279272960.0,153
NAM-INDIA.NS,NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,EQ,764155133952.0,154
NMDC.NS,NMDC,NMDC Limited,INE584A01023,EQ,762778091520.0,155
WAAREEENER.NS,WAAREEENER,Waaree Energies Limited,INE377N01017,EQ,759399514112.0,156
NHPC.NS,NHPC,NHPC Limited,INE848E01016,EQ,751569469440.0,157
APARINDS.NS,APARINDS,Apar Industries Limited,INE372A01015,EQ,745453191168.0,158
UNOMINDA.NS,UNOMINDA,UNO Minda Limited,INE405E01023,EQ,736834945024.0,159
SWIGGY.NS,SWIGGY,Swiggy Limited,INE00H001014,EQ,734910480384.0,160
ICICIPRULI.NS,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,EQ,733574725632.0,161
NATIONALUM.NS,NATIONALUM,National Aluminium Company Limited,INE139A01034,EQ,725377744896.0,162
IDFCFIRSTB.NS,IDFCFIRSTB,IDFC First Bank Limited,INE092T01019,EQ,716636487680.0,163
GLENMARK.NS,GLENMARK,Glenmark Pharmaceuticals Limited,INE935A01035,EQ,709795053568.0,164
BAJAJHFL.NS,BAJAJHFL,Bajaj Housing Finance Limited,INE377Y01014,EQ,707936256000.0,165
ATGL.NS,ATGL,Adani Total Gas Limited,INE399L01023,EQ,700029075456.0,166
FORTIS.NS,FORTIS,Fortis Healthcare Limited,INE061F01013,EQ,699657486336.0,167
YESBANK.NS,YESBANK,Yes Bank Limited,INE528G01035,EQ,693670117376.0,168
PHOENIXLTD.NS,PHOENIXLTD,The Phoenix Mills Limited,INE211B01039,EQ,685641367552.0,169
DABUR.NS,DABUR,Dabur India Limited,INE016A01026,EQ,684747390976.0,170
PRESTIGE.NS,PRESTIGE,Prestige Estates Projects Limited,INE811K01011,EQ,683999625216.0,171
OBEROIRLTY.NS,OBEROIRLTY,Oberoi Realty Limited,INE093I01010,EQ,679936196608.0,172
BIOCON.NS,BIOCON,Biocon Limited,INE376G01013,EQ,669391585280.0,173
BANKINDIA.NS,BANKINDIA,Bank of India,INE084A01016,EQ,655584133120.0,174
ASTERDM.NS,ASTERDM,Aster DM Quality Care Limited,INE914M01019,EQ,652359696384.0,175
ATHERENERG.NS,ATHERENERG,Ather Energy Limited,INE0LEZ01016,EQ,646454509568.0,176
MAHABANK.NS,MAHABANK,Bank of Maharashtra,INE457A01014,EQ,644552327168.0,177
SUZLON.NS,SUZLON,Suzlon Energy Limited,INE040H01021,EQ,643165126656.0,178
ALKEM.NS,ALKEM,Alkem Laboratories Limited,INE540L01014,EQ,640270598144.0,179
KALYANKJIL.NS,KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014,EQ,635968028672.0,180
IOB.NS,IOB,Indian Overseas Bank,INE565A01014,EQ,631808786432.0,181
SCHAEFFLER.NS,SCHAEFFLER,Schaeffler India Limited,INE513A01022,EQ,630435151872.0,182
APLAPOLLO.NS,APLAPOLLO,APL Apollo Tubes Limited,INE702C01027,EQ,629062893568.0,183
WELCORP.NS,WELCORP,Welspun Corp Limited,INE191B01025,EQ,625980407808.0,184
MOTILALOFS.NS,MOTILALOFS,Motilal Oswal Financial Services Limited,INE338I01027,EQ,625392287744.0,185
GICRE.NS,GICRE,General Insurance Corporation of India,INE481Y01014,EQ,619829526528.0,186
RADICO.NS,RADICO,Radico Khaitan Limited,INE944F01028,EQ,616988934144.0,187
TORNTPOWER.NS,TORNTPOWER,Torrent Power Limited,INE813H01021,EQ,613603344384.0,188
GODREJPROP.NS,GODREJPROP,Godrej Properties Limited,INE484J01027,EQ,611218685952.0,189
SBICARD.NS,SBICARD,SBI Cards and Payment Services Limited,INE018E01016,EQ,610050768896.0,190
RBLBANK.NS,RBLBANK,RBL Bank Limited,INE976G01028,EQ,592141287424.0,191
JSL.NS,JSL,Jindal Stainless Limited,INE220G01021,EQ,581008228352.0,192
BERGEPAINT.NS,BERGEPAINT,Berger Paints (I) Limited,INE463A01038,EQ,576413499392.0,193
COROMANDEL.NS,COROMANDEL,Coromandel International Limited,INE169A01031,EQ,563663273984.0,194
HDBFS.NS,HDBFS,HDB Financial Services Limited,INE756I01012,EQ,562810585088.0,195
MRF.NS,MRF,MRF Limited,INE883A01011,EQ,560170139648.0,196
ABBOTINDIA.NS,ABBOTINDIA,Abbott India Limited,INE358A01014,EQ,556200493056.0,197
LINDEINDIA.NS,LINDEINDIA,Linde India Limited,INE473A01011,EQ,554688577536.0,198
TIINDIA.NS,TIINDIA,Tube Investments of India Limited,INE974X01010,EQ,549745393664.0,199
FACT.NS,FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015,EQ,538687438848.0,200
MFSL.NS,MFSL,Max Financial Services Limited,INE180A01020,EQ,537056575488.0,201
KEI.NS,KEI,KEI Industries Limited,INE878B01027,EQ,532495302656.0,202
GLAXO.NS,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,EQ,526242873344.0,203
FLUOROCHEM.NS,FLUOROCHEM,Gujarat Fluorochemicals Limited,INE09N301011,EQ,524116328448.0,204
M&MFIN.NS,M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,EQ,523302731776.0,205
HINDCOPPER.NS,HINDCOPPER,Hindustan Copper Limited,INE531E01026,EQ,515955654656.0,206
PIRAMALFIN.NS,PIRAMALFIN,Piramal Finance Limited,INE202B01038,EQ,514929590272.0,207
SONACOMS.NS,SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,EQ,508470853632.0,208
ANTHEM.NS,ANTHEM,Anthem Biosciences Limited,INE0CZ201020,EQ,505598640128.0,209
SUNDARMFIN.NS,SUNDARMFIN,Sundaram Finance Limited,INE660A01013,EQ,504179228672.0,210
VMM.NS,VMM,Vishal Mega Mart Limited,INE01EA01019,EQ,501220999168.0,211
COLPAL.NS,COLPAL,Colgate Palmolive (India) Limited,INE259A01022,EQ,496890544128.0,212
IPCALAB.NS,IPCALAB,IPCA Laboratories Limited,INE571A01038,EQ,494799355904.0,213
360ONE.NS,360ONE,360 ONE WAM LIMITED,INE466L01038,EQ,489077407744.0,214
TATACOMM.NS,TATACOMM,Tata Communications Limited,INE151A01013,EQ,483134603264.0,215
UPL.NS,UPL,UPL Limited,INE628A01036,EQ,482657239040.0,216
BDL.NS,BDL,Bharat Dynamics Limited,INE171Z01026,EQ,478730616832.0,217
GLAND.NS,GLAND,Gland Pharma Limited,INE068V01023,EQ,476423716864.0,218
MPHASIS.NS,MPHASIS,MphasiS Limited,INE356A01018,EQ,468455882752.0,219
AIIL.NS,AIIL,Authum Investment & Infrastructure Limited,INE206F01022,EQ,463592194048.0,220
SUPREMEIND.NS,SUPREMEIND,Supreme Industries Limited,INE195A01028,EQ,462183759872.0,221
PREMIERENE.NS,PREMIERENE,Premier Energies Limited,INE0BS701011,EQ,457721643008.0,222
AEGISLOG.NS,AEGISLOG,Aegis Logistics Limited,INE208C01025,EQ,452579393536.0,223
BALKRISIND.NS,BALKRISIND,Balkrishna Industries Limited,INE787D01026,EQ,452381573120.0,224
RVNL.NS,RVNL,Rail Vikas Nigam Limited,INE415G01027,EQ,446653005824.0,225
AJANTPHARM.NS,AJANTPHARM,Ajanta Pharma Limited,INE031B01049,EQ,444479242240.0,226
THERMAX.NS,THERMAX,Thermax Limited,INE152A01029,EQ,444308881408.0,227
PETRONET.NS,PETRONET,Petronet LNG Limited,INE347G01014,EQ,438000025600.0,228
NAVINFLUOR.NS,NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,EQ,437016854528.0,229
INDOMIM.NS,INDOMIM,INDO-MIM Limited,INE084101034,EQ,429234126848.0,230
CPPLUS.NS,CPPLUS,Aditya Infotech Limited,INE819V01029,EQ,423113326592.0,231
POONAWALLA.NS,POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,EQ,419584016384.0,232
ENDURANCE.NS,ENDURANCE,Endurance Technologies Limited,INE913H01037,EQ,412029616128.0,233
ASTRAL.NS,ASTRAL,Astral Limited,INE006I01046,EQ,411652685824.0,234
COCHINSHIP.NS,COCHINSHIP,Cochin Shipyard Limited,INE704P01025,EQ,403828998144.0,235
PAGEIND.NS,PAGEIND,Page Industries Limited,INE761H01022,EQ,401372151808.0,236
JKCEMENT.NS,JKCEMENT,JK Cement Limited,INE823G01014,EQ,399360950272.0,237
VOLTAS.NS,VOLTAS,Voltas Limited,INE226A01021,EQ,397061685248.0,238
MEDANTA.NS,MEDANTA,Global Health Limited,INE474Q01031,EQ,395607867392.0,239
AIAENG.NS,AIAENG,AIA Engineering Limited,INE212H01026,EQ,395137122304.0,240
GODREJIND.NS,GODREJIND,Godrej Industries Limited,INE233A01035,EQ,393273573376.0,241
CONCOR.NS,CONCOR,Container Corporation of India Limited,INE111A01025,EQ,392994848768.0,242
NH.NS,NH,Narayana Hrudayalaya Ltd.,INE410P01011,EQ,392409186304.0,243
IRCTC.NS,IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,EQ,388519985152.0,244
3MINDIA.NS,3MINDIA,3M India Limited,INE470A01017,EQ,387687383040.0,245
KPRMILL.NS,KPRMILL,K.P.R. Mill Limited,INE930H01031,EQ,387118989312.0,246
HFCL.NS,HFCL,HFCL Limited,INE548A01028,EQ,384815398912.0,247
CUPID.NS,CUPID,Cupid Limited,INE509F01029,EQ,379638054912.0,248
PATANJALI.NS,PATANJALI,Patanjali Foods Limited,INE619A01035,EQ,379071692800.0,249
LTTS.NS,LTTS,L&T Technology Services Limited,INE010V01017,EQ,378526990336.0,250
EXIDEIND.NS,EXIDEIND,Exide Industries Limited,INE302A01020,EQ,377910001664.0,251
NLCINDIA.NS,NLCINDIA,NLC India Limited,INE589A01014,EQ,375223877632.0,252
ANANDRATHI.NS,ANANDRATHI,Anand Rathi Wealth Limited,INE463V01026,EQ,367515729920.0,253
PIIND.NS,PIIND,PI Industries Limited,INE603J01030,EQ,367144042496.0,254
HUDCO.NS,HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,EQ,366808137728.0,255
EMCURE.NS,EMCURE,Emcure Pharmaceuticals Limited,INE168P01015,EQ,354588065792.0,256
UBL.NS,UBL,United Breweries Limited,INE686F01025,EQ,352742899712.0,257
DELHIVERY.NS,DELHIVERY,Delhivery Limited,INE148O01028,EQ,352258293760.0,258
PWL.NS,PWL,Physicswallah Limited,INE0LP301011,EQ,346541522944.0,259
DALBHARAT.NS,DALBHARAT,Dalmia Bharat Limited,INE00R701025,EQ,346415955968.0,260
CRISIL.NS,CRISIL,Crisil Limited,INE007A01025,EQ,346102431744.0,261
HSCL.NS,HSCL,Himadri Speciality Chemical Limited,INE019C01026,EQ,339553189888.0,262
ITCHOTELS.NS,ITCHOTELS,ITC Hotels Limited,INE379A01028,EQ,338967527424.0,263
HEXT.NS,HEXT,Hexaware Technologies Limited,INE093A01041,EQ,338861424640.0,264
TATATECH.NS,TATATECH,Tata Technologies Limited,INE142M01025,EQ,338789335040.0,265
STARHEALTH.NS,STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,EQ,337449418752.0,266
KARURVYSYA.NS,KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,EQ,334466875392.0,267
NUVAMA.NS,NUVAMA,Nuvama Wealth Management Limited,INE531F01023,EQ,332513935360.0,268
ESCORTS.NS,ESCORTS,Escorts Kubota Limited,INE042A01014,EQ,331787599872.0,269
PTCIL.NS,PTCIL,PTC Industries Limited,INE596F01018,EQ,331485249536.0,270
GODFRYPHLP.NS,GODFRYPHLP,Godfrey Phillips India Limited,INE260B01028,EQ,331258462208.0,271
IREDA.NS,IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,EQ,328736243712.0,272
RRKABEL.NS,RRKABEL,R R Kabel Limited,INE777K01022,EQ,328594096128.0,273
MANAPPURAM.NS,MANAPPURAM,Manappuram Finance Limited,INE522D01027,EQ,327734362112.0,274
HONAUT.NS,HONAUT,Honeywell Automation India Limited,INE671A01010,EQ,324123000832.0,275
TATAINVEST.NS,TATAINVEST,Tata Investment Corporation Limited,INE672A01026,EQ,323177447424.0,276
LALPATHLAB.NS,LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,EQ,323018129408.0,277
JUBLFOOD.NS,JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,EQ,322556493824.0,278
WOCKPHARMA.NS,WOCKPHARMA,Wockhardt Limited,INE049B01025,EQ,321263271936.0,279
