Symbol,NSE Symbol,Company Name,ISIN,SERIES,Market Cap,Market Cap Rank
MRPL.NS,MRPL,Mangalore Refinery and Petrochemicals Limited,INE103A01014,EQ,305810964480.0,276
MANAPPURAM.NS,MANAPPURAM,Manappuram Finance Limited,INE522D01027,EQ,305706958848.0,277
SCHNEIDER.NS,SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018,EQ,305694507008.0,278
LICHSGFIN.NS,LICHSGFIN,LIC Housing Finance Limited,INE115A01026,EQ,302479638528.0,279
AEGISVOPAK.NS,AEGISVOPAK,Aegis Vopak Terminals Limited,INE0INX01018,EQ,300531613696.0,280
ANGELONE.NS,ANGELONE,Angel One Limited,INE732I01021,EQ,300502089728.0,281
KARURVYSYA.NS,KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,EQ,299458527232.0,282
CDSL.NS,CDSL,Central Depository Services (India) Limited,INE736A01011,EQ,296403795968.0,283
ACUTAAS.NS,ACUTAAS,Acutaas Chemicals Limited,INE00FF01025,EQ,296324333568.0,284
GRSE.NS,GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,EQ,295681622016.0,285
CHOLAHLDNG.NS,CHOLAHLDNG,Cholamandalam Financial Holdings Limited,INE149A01033,EQ,295486586880.0,286
METROBRAND.NS,METROBRAND,Metro Brands Limited,INE317I01021,EQ,291999252480.0,287
CUPID.NS,CUPID,Cupid Limited,INE509F01029,EQ,288806240256.0,288
NIACL.NS,NIACL,The New India Assurance Company Limited,INE470Y01017,EQ,288103366656.0,289
PNBHOUSING.NS,PNBHOUSING,PNB Housing Finance Limited,INE572E01012,EQ,286596792320.0,290
CENTRALBK.NS,CENTRALBK,Central Bank of India,INE483A01010,EQ,286567366656.0,291
SHYAMMETL.NS,SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,EQ,284588900352.0,292
PGHH.NS,PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,EQ,283073839104.0,293
TVSHLTD.NS,TVSHLTD,TVS Holdings Limited,INE105A01035,EQ,282075987968.0,294
LALPATHLAB.NS,LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,EQ,281758302208.0,295
CEMPRO.NS,CEMPRO,Cemindia Projects Limited,INE686A01026,EQ,277436956672.0,296
AMBER.NS,AMBER,Amber Enterprises India Limited,INE371P01015,EQ,275247300608.0,297
JUBLFOOD.NS,JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,EQ,274348933120.0,298
ZFCVINDIA.NS,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,EQ,274305417216.0,299
ITI.NS,ITI,ITI Limited,INE248A01017,EQ,273931386880.0,300
APOLLOTYRE.NS,APOLLOTYRE,Apollo Tyres Limited,INE438A01022,EQ,272421142528.0,301
ACMESOLAR.NS,ACMESOLAR,Acme Solar Holdings Limited,INE622W01025,EQ,272098787328.0,302
SJVN.NS,SJVN,SJVN Limited,INE002L01015,EQ,271666724864.0,303
SAILIFE.NS,SAILIFE,Sai Life Sciences Limited,INE570L01029,EQ,270039121920.0,304
PTCIL.NS,PTCIL,PTC Industries Limited,INE596F01018,EQ,268981321728.0,305
SUMICHEM.NS,SUMICHEM,Sumitomo Chemical India Limited,INE258G01013,EQ,268814925824.0,306
MSUMI.NS,MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,EQ,267521245184.0,307
GUJENERGY.NS,GUJENERGY,GUJARAT ENERGY LIMITED,INE844O01030,EQ,263033028608.0,308
NBCC.NS,NBCC,NBCC (India) Limited,INE095N01031,EQ,262574997504.0,309
SYRMA.NS,SYRMA,Syrma SGS Technology Limited,INE0DYJ01015,EQ,261796593664.0,310
GODIGIT.NS,GODIGIT,Go Digit General Insurance Limited,INE03JT01014,EQ,260616257536.0,311
RRKABEL.NS,RRKABEL,R R Kabel Limited,INE777K01022,EQ,259384852480.0,312
ACC.NS,ACC,ACC Limited,INE012A01025,EQ,258714501120.0,313
GILLETTE.NS,GILLETTE,Gillette India Limited,INE322A01010,EQ,254490542080.0,314
CGCL.NS,CGCL,Capri Global Capital Limited,INE180C01042,EQ,246677045248.0,315
AWL.NS,AWL,AWL Agri Business Limited,INE699H01024,EQ,244002881536.0,316
IRB.NS,IRB,IRB Infrastructure Developers Limited,INE821I01022,EQ,241680777216.0,317
NETWEB.NS,NETWEB,Netweb Technologies India Limited,INE0NT901020,EQ,241673355264.0,318
FORCEMOT.NS,FORCEMOT,FORCE MOTORS LTD,INE451A01017,EQ,240387719168.0,319
EMMVEE.NS,EMMVEE,Emmvee Photovoltaic Power Limited,INE1C6T01020,EQ,238893645824.0,320
CRAFTSMAN.NS,CRAFTSMAN,Craftsman Automation Limited,INE00LO01017,EQ,238136098816.0,321
PPLPHARMA.NS,PPLPHARMA,Piramal Pharma Limited,INE0DK501011,EQ,238062354432.0,322
RUBICON.NS,RUBICON,Rubicon Research Limited,INE506V01022,EQ,237174538240.0,323
GABRIEL.NS,GABRIEL,Gabriel India Limited,INE524A01029,EQ,236885639168.0,324
CREDITACC.NS,CREDITACC,CREDITACCESS GRAMEEN LIMITED,INE741K01010,EQ,236849840128.0,325
NEULANDLAB.NS,NEULANDLAB,Neuland Laboratories Limited,INE794A01010,EQ,236506169344.0,326
TIMKEN.NS,TIMKEN,Timken India Limited,INE325A01013,EQ,236352307200.0,327
IIFL.NS,IIFL,IIFL Finance Limited,INE530B01024,EQ,236120768512.0,328
DEEPAKNTR.NS,DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,EQ,232959311872.0,329
GRINDWELL.NS,GRINDWELL,Grindwell Norton Limited,INE536A01023,EQ,231039418368.0,330
DATAPATTNS.NS,DATAPATTNS,Data Patterns (India) Limited,INE0IX101010,EQ,228739301376.0,331
KAYNES.NS,KAYNES,Kaynes Technology India Limited,INE918Z01012,EQ,226965946368.0,332
AADHARHFC.NS,AADHARHFC,Aadhar Housing Finance Limited,INE883F01010,EQ,226212626432.0,333
KIOCL.NS,KIOCL,KIOCL Limited,INE880L01014,EQ,225110999040.0,334
PFOCUS.NS,PFOCUS,Prime Focus Limited,INE367G01038,EQ,224770719744.0,335
ASAHIINDIA.NS,ASAHIINDIA,Asahi India Glass Limited,INE439A01020,EQ,224641859584.0,336
KPIL.NS,KPIL,Kalpataru Projects International Limited,INE220B01022,EQ,223712034816.0,337
CUB.NS,CUB,City Union Bank Limited,INE491A01021,EQ,222560550912.0,338
CESC.NS,CESC,CESC Limited,INE486A01021,EQ,218851688448.0,339
GRANULES.NS,GRANULES,Granules India Limited,INE101D01020,EQ,218259537920.0,340
TATAELXSI.NS,TATAELXSI,Tata Elxsi Limited,INE670A01012,EQ,218247823360.0,341
RAMCOCEM.NS,RAMCOCEM,The Ramco Cements Limited,INE331A01037,EQ,217341739008.0,342
AFFLE.NS,AFFLE,Affle 3i Limited,INE00WC01027,EQ,215531749376.0,343
REDINGTON.NS,REDINGTON,Redington Limited,INE891D01026,EQ,215027040256.0,344
IGL.NS,IGL,Indraprastha Gas Limited,INE203G01027,EQ,214354231296.0,345
ANANTRAJ.NS,ANANTRAJ,Anant Raj Limited,INE242C01024,EQ,213083127808.0,346
EIHOTEL.NS,EIHOTEL,EIH Limited,INE230A01023,EQ,211842105344.0,347
PFIZER.NS,PFIZER,Pfizer Limited,INE182A01018,EQ,208925310976.0,348
HATSUN.NS,HATSUN,Hatsun Agro Product Limited,INE473B01035,EQ,206643576832.0,349
HBLENGINE.NS,HBLENGINE,HBL Engineering Limited,INE292B01021,EQ,205650935808.0,350
SUNDRMFAST.NS,SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,EQ,202847420416.0,351
BELRISE.NS,BELRISE,Belrise Industries Limited,INE894V01022,EQ,201922478080.0,352
CARBORUNIV.NS,CARBORUNIV,Carborundum Universal Limited,INE120A01034,EQ,201885024256.0,353
ERIS.NS,ERIS,Eris Lifesciences Limited,INE406M01024,EQ,201687138304.0,354
DEEPAKFERT.NS,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019,EQ,201426337792.0,355
J&KBANK.NS,J&KBANK,The Jammu & Kashmir Bank Limited,INE168A01041,EQ,201175023616.0,356
SANSERA.NS,SANSERA,Sansera Engineering Limited,INE953O01021,EQ,200864612352.0,357
ASTRAZEN.NS,ASTRAZEN,AstraZeneca Pharma India Limited,INE203A01020,EQ,200587493376.0,358
THANGAMAYL.NS,THANGAMAYL,Thangamayil Jewellery Limited,INE085J01014,EQ,200043888640.0,359
CAPLIPOINT.NS,CAPLIPOINT,Caplin Point Laboratories Limited,INE475E01026,EQ,198709772288.0,360
KAJARIACER.NS,KAJARIACER,Kajaria Ceramics Limited,INE217B01036,EQ,197443747840.0,361
SUNTV.NS,SUNTV,Sun TV Network Limited,INE424H01027,EQ,196569399296.0,362
AETHER.NS,AETHER,Aether Industries Limited,INE0BWX01014,EQ,195790864384.0,363
TRITURBINE.NS,TRITURBINE,Triveni Turbine Limited,INE152M01016,EQ,195584884736.0,364
SAGILITY.NS,SAGILITY,SAGILITY LIMITED,INE0W2G01015,EQ,195445473280.0,365
IFCI.NS,IFCI,IFCI Limited,INE039A01010,EQ,194448654336.0,366
GESHIP.NS,GESHIP,The Great Eastern Shipping Company Limited,INE017A01032,EQ,192082329600.0,367
INDIACEM.NS,INDIACEM,The India Cements Limited,INE383A01012,EQ,190725980160.0,368
URBANCO.NS,URBANCO,Urban Company Limited,INE0CAZ01013,EQ,190595252224.0,369
BAYERCROP.NS,BAYERCROP,Bayer Cropscience Limited,INE462A01022,EQ,190289313792.0,370
ONESOURCE.NS,ONESOURCE,Onesource Specialty Pharma Limited,INE013P01021,EQ,189572431872.0,371
CHALET.NS,CHALET,Chalet Hotels Limited,INE427F01016,EQ,188904325120.0,372
SAMMAANCAP.NS,SAMMAANCAP,Sammaan Capital Limited,INE148I01020,EQ,187948138496.0,373
JSWCEMENT.NS,JSWCEMENT,JSW Cement Limited,INE718I01012,EQ,187681767424.0,374
ZYDUSWELL.NS,ZYDUSWELL,Zydus Wellness Limited,INE768C01028,EQ,186585350144.0,375
CAMS.NS,CAMS,Computer Age Management Services Limited,INE596I01020,EQ,186426572800.0,376
GMDCLTD.NS,GMDCLTD,Gujarat Mineral Development Corporation Limited,INE131A01031,EQ,184917000192.0,377
BRIGADE.NS,BRIGADE,Brigade Enterprises Limited,INE791I01019,EQ,184819908608.0,378
VTL.NS,VTL,Vardhman Textiles Limited,INE825A01020,EQ,184265818112.0,379
FSL.NS,FSL,Firstsource Solutions Limited,INE684F01012,EQ,183944790016.0,380
SHRIPISTON.NS,SHRIPISTON,SPR Auto Technologies Limited,INE526E01018,EQ,183683350528.0,381
ELGIEQUIP.NS,ELGIEQUIP,Elgi Equipments Limited,INE285A01027,EQ,183375970304.0,382
CASTROLIND.NS,CASTROLIND,Castrol India Limited,INE172A01027,EQ,182443622400.0,383
ECLERX.NS,ECLERX,eClerx Services Limited,INE738I01010,EQ,182191636480.0,384
CHAMBLFERT.NS,CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,INE085A01013,EQ,182016327680.0,385
ATUL.NS,ATUL,Atul Limited,INE100A01010,EQ,181052080128.0,386
RATNAMANI.NS,RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027,EQ,181033615360.0,387
CHOICEIN.NS,CHOICEIN,Choice International Limited,INE102B01014,EQ,180181630976.0,388
INOXINDIA.NS,INOXINDIA,INOX India Limited,INE616N01034,EQ,179729891328.0,389
CIEINDIA.NS,CIEINDIA,CIE Automotive India Limited,INE536H01010,EQ,179703955456.0,390
AARTIIND.NS,AARTIIND,Aarti Industries Limited,INE769A01020,EQ,179168854016.0,391
CHENNPETRO.NS,CHENNPETRO,Chennai Petroleum Corporation Limited,INE178A01016,EQ,178783010816.0,392
EMAMILTD.NS,EMAMILTD,Emami Limited,INE548C01032,EQ,178724929536.0,393
TATACHEM.NS,TATACHEM,Tata Chemicals Limited,INE092A01019,EQ,177934516224.0,394
JYOTICNC.NS,JYOTICNC,Jyoti CNC Automation Limited,INE980O01024,EQ,177731158016.0,395
OLAELEC.NS,OLAELEC,Ola Electric Mobility Limited,INE0LXG01040,EQ,177498406912.0,396
PGEL.NS,PGEL,PG Electroplast Limited,INE457L01029,EQ,176954703872.0,397
CENTURYPLY.NS,CENTURYPLY,Century Plyboards (India) Limited,INE348B01021,EQ,176860807168.0,398
PINELABS.NS,PINELABS,Pine Labs Limited,INE15B701018,EQ,176736436224.0,399
TDPOWERSYS.NS,TDPOWERSYS,TD Power Systems Limited,INE419M01027,EQ,176178790400.0,400
SARDAEN.NS,SARDAEN,Sarda Energy & Minerals Limited,INE385C01021,EQ,176014442496.0,401
PSB.NS,PSB,Punjab & Sind Bank,INE608A01012,EQ,175757656064.0,402
ABDL.NS,ABDL,Allied Blenders and Distillers Limited,INE552Z01027,EQ,172455280640.0,403
JINDALSAW.NS,JINDALSAW,Jindal Saw Limited,INE324A01032,EQ,171807014912.0,404
LMW.NS,LMW,LMW Limited,INE269B01029,EQ,171590352896.0,405
POLYMED.NS,POLYMED,Poly Medicure Limited,INE205C01021,EQ,170536288256.0,406
TRAVELFOOD.NS,TRAVELFOOD,Travel Food Services Limited,INE103V01028,EQ,170340581376.0,407
NATCOPHARM.NS,NATCOPHARM,Natco Pharma Limited,INE987B01026,EQ,169258827776.0,408
COHANCE.NS,COHANCE,Cohance Lifesciences Limited,INE03QK01018,EQ,169217884160.0,409
SYNGENE.NS,SYNGENE,Syngene International Limited,INE398R01022,EQ,167720321024.0,410
NAVA.NS,NAVA,NAVA LIMITED,INE725A01030,EQ,166214090752.0,411
ARE&M.NS,ARE&M,Amara Raja Energy & Mobility Limited,INE885A01032,EQ,166077218816.0,412
CROMPTON.NS,CROMPTON,Crompton Greaves Consumer Electricals Limited,INE299U01018,EQ,165164171264.0,413
FIVESTAR.NS,FIVESTAR,Five-Star Business Finance Limited,INE128S01021,EQ,164641095680.0,414
ASTRAMICRO.NS,ASTRAMICRO,Astra Microwave Products Limited,INE386C01029,EQ,163381379072.0,415
KANSAINER.NS,KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,EQ,162778054656.0,416
THELEELA.NS,THELEELA,Leela Palaces Hotels & Resorts Limited,INE0AQ201015,EQ,162186641408.0,417
APLLTD.NS,APLLTD,Alembic Pharmaceuticals Limited,INE901L01018,EQ,162184232960.0,418
JUBLPHARMA.NS,JUBLPHARMA,Jubilant Pharmova Limited,INE700A01033,EQ,161966718976.0,419
GRWRHITECH.NS,GRWRHITECH,Garware Hi-Tech Films Limited,INE291A01017,EQ,161941405696.0,420
BASF.NS,BASF,BASF India Limited,INE373A01013,EQ,161152434176.0,421
ABREL.NS,ABREL,Aditya Birla Real Estate Limited,INE055A01016,EQ,160183058432.0,422
BIKAJI.NS,BIKAJI,Bikaji Foods International Limited,INE00E101023,EQ,160070123520.0,423
MINDACORP.NS,MINDACORP,Minda Corporation Limited,INE842C01021,EQ,159645302784.0,424
ZENTEC.NS,ZENTEC,Zen Technologies Limited,INE251B01027,EQ,159163449344.0,425
NIVABUPA.NS,NIVABUPA,Niva Bupa Health Insurance Company Limited,INE995S01015,EQ,159145050112.0,426
GPIL.NS,GPIL,Godawari Power And Ispat limited,INE177H01039,EQ,158973493248.0,427
CCL.NS,CCL,CCL Products (India) Limited,INE421D01022,EQ,158848335872.0,428
JBMA.NS,JBMA,JBM Auto Limited,INE927D01051,EQ,158533926912.0,429
DCMSHRIRAM.NS,DCMSHRIRAM,DCM Shriram Limited,INE499A01024,EQ,158392549376.0,430
KSB.NS,KSB,Ksb Limited,INE999A01023,EQ,157261824000.0,431
GALLANTT.NS,GALLANTT,Gallantt Ispat Limited,INE297H01019,EQ,157242802176.0,432
SOBHA.NS,SOBHA,Sobha Limited,INE671H01015,EQ,156366503936.0,433
TBOTEK.NS,TBOTEK,TBO Tek Limited,INE673O01025,EQ,155797831680.0,434
FINCABLES.NS,FINCABLES,Finolex Cables Limited,INE235A01022,EQ,155585200128.0,435
FINEORG.NS,FINEORG,Fine Organic Industries Limited,INE686Y01026,EQ,155016839168.0,436
WELSPUNLIV.NS,WELSPUNLIV,Welspun Living Limited,INE192B01031,EQ,154773553152.0,437
AGARWALEYE.NS,AGARWALEYE,Dr. Agarwal's Health Care Limited,INE943P01029,EQ,154043023360.0,438
APTUS.NS,APTUS,Aptus Value Housing Finance India Limited,INE852O01025,EQ,153668255744.0,439
KFINTECH.NS,KFINTECH,Kfin Technologies Limited,INE138Y01010,EQ,153470222336.0,440
HONASA.NS,HONASA,Honasa Consumer Limited,INE0J5401028,EQ,152237015040.0,441
RAINBOW.NS,RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016,EQ,151501799424.0,442
BEML.NS,BEML,BEML Limited,INE258A01024,EQ,150952984576.0,443
KPITTECH.NS,KPITTECH,KPIT Technologies Limited,INE04I401011,EQ,150827499520.0,444
USHAMART.NS,USHAMART,Usha Martin Limited,INE228A01035,EQ,150662922240.0,445
HAPPYFORGE.NS,HAPPYFORGE,Happy Forgings Limited,INE330T01021,EQ,150562406400.0,446
AZAD.NS,AZAD,Azad Engineering Limited,INE02IJ01035,EQ,150456090624.0,447
IGIL.NS,IGIL,International Gemological Institute Limited,INE0Q9301021,EQ,149678505984.0,448
AEQUS.NS,AEQUS,Aequs Limited,INE947N01017,EQ,149555593216.0,449
FRACTAL.NS,FRACTAL,Fractal Analytics Limited,INE212S01015,EQ,149093761024.0,450
MAHSCOOTER.NS,MAHSCOOTER,Maharashtra Scooters Limited,INE288A01013,EQ,148605665280.0,451
KIRLOSBROS.NS,KIRLOSBROS,Kirloskar Brothers Limited,INE732A01036,EQ,148351762432.0,452
VEDPOWER.NS,VEDPOWER,Vedanta Power Limited,INE694L01019,EQ,147967508480.0,453
APOLLO.NS,APOLLO,Apollo Micro Systems Limited,INE713T01028,EQ,147822280704.0,454
CLEANMAX.NS,CLEANMAX,Clean Max Enviro Energy Solutions Limited,INE647U01026,EQ,147777323008.0,455
BBOX.NS,BBOX,Black Box Limited,INE676A01027,EQ,146608144384.0,456
PARADEEP.NS,PARADEEP,Paradeep Phosphates Limited,INE088F01024,EQ,145613799424.0,457
VENTIVE.NS,VENTIVE,Ventive Hospitality Limited,INE781S01027,EQ,145297915904.0,458
INGERRAND.NS,INGERRAND,Ingersoll Rand (India) Limited,INE177A01018,EQ,144303652864.0,459
ANURAS.NS,ANURAS,Anupam Rasayan India Limited,INE930P01018,EQ,144302735360.0,460
PRIVISCL.NS,PRIVISCL,Privi Speciality Chemicals Limited,INE959A01019,EQ,143614033920.0,461
CEATLTD.NS,CEATLTD,CEAT Limited,INE482A01020,EQ,143208366080.0,462
CANHLIFE.NS,CANHLIFE,Canara HSBC Life Insurance Company Limited,INE01TY01017,EQ,141876396032.0,463
ARVIND.NS,ARVIND,Arvind Limited,INE034A01011,EQ,140493750272.0,464
CONCORDBIO.NS,CONCORDBIO,Concord Biotech Limited,INE338H01029,EQ,140478644224.0,465
AVANTIFEED.NS,AVANTIFEED,Avanti Feeds Limited,INE871C01038,EQ,139631329280.0,466
VOGL.NS,VOGL,Vedanta Oil and Gas Limited,INE704J01044,EQ,139222188032.0,467
ALIVUS.NS,ALIVUS,Alivus Life Sciences Limited,INE03Q201024,EQ,139100618752.0,468
JSWDULUX.NS,JSWDULUX,JSW Dulux Limited,INE133A01011,EQ,138173857792.0,469
DEVYANI.NS,DEVYANI,Devyani International Limited,INE872J01023,EQ,138089250816.0,470
VIJAYA.NS,VIJAYA,Vijaya Diagnostic Centre Limited,INE043W01024,EQ,138015391744.0,471
DOMS.NS,DOMS,DOMS Industries Limited,INE321T01012,EQ,137489432576.0,472
VINATIORGA.NS,VINATIORGA,Vinati Organics Limited,INE410B01037,EQ,137020653568.0,473
INOXWIND.NS,INOXWIND,Inox Wind Limited,INE066P01011,EQ,135009943552.0,474
EIDPARRY.NS,EIDPARRY,EID Parry India Limited,INE126A01031,EQ,133644730368.0,475
LTFOODS.NS,LTFOODS,LT Foods Limited,INE818H01020,EQ,132980514816.0,476
VISL.NS,VISL,Vedanta Iron and Steel Limited,INE1CLE01013,EQ,132444839936.0,477
GRAVITA.NS,GRAVITA,Gravita India Limited,INE024L01027,EQ,132432068608.0,478
KEC.NS,KEC,KEC International Limited,INE389H01022,EQ,131875479552.0,479
SCI.NS,SCI,Shipping Corporation Of India Limited,INE109A01011,EQ,131238871040.0,480
VGUARD.NS,VGUARD,V-Guard Industries Limited,INE951I01027,EQ,131132841984.0,481
SHADOWFAX.NS,SHADOWFAX,Shadowfax Technologies Limited,INE12UN01015,EQ,130642509824.0,482
ATLANTAELE.NS,ATLANTAELE,Atlanta Electricals Limited,INE0Z4F01028,EQ,130593538048.0,483
SPLPETRO.NS,SPLPETRO,Supreme Petrochem Limited,INE663A01033,EQ,130481889280.0,484
SKFINDUS.NS,SKFINDUS,SKF India (Industrial) Limited,INE2J8701016,EQ,129918017536.0,485
HOMEFIRST.NS,HOMEFIRST,Home First Finance Company India Limited,INE481N01025,EQ,129799430144.0,486
CARTRADE.NS,CARTRADE,Cartrade Tech Limited,INE290S01011,EQ,129633378304.0,487
TRIDENT.NS,TRIDENT,Trident Limited,INE064C01022,EQ,128459677696.0,488
ENGINERSIN.NS,ENGINERSIN,Engineers India Limited,INE510A01028,EQ,127954567168.0,489
BALRAMCHIN.NS,BALRAMCHIN,Balrampur Chini Mills Limited,INE119A01028,EQ,127700459520.0,490
SHAILY.NS,SHAILY,Shaily Engineering Plastics Limited,INE151G01028,EQ,126974484480.0,491
TMB.NS,TMB,Tamilnad Mercantile Bank Limited,INE668A01016,EQ,126261526528.0,492
UJJIVANSFB.NS,UJJIVANSFB,Ujjivan Small Finance Bank Limited,INE551W01018,EQ,126245347328.0,493
PCBL.NS,PCBL,PCBL Chemical Limited,INE602A01031,EQ,126222794752.0,494
LLOYDSENGG.NS,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,EQ,126222204928.0,495
NSLNISP.NS,NSLNISP,NMDC Steel Limited,INE0NNS01018,EQ,125986750464.0,496
GRAPHITE.NS,GRAPHITE,Graphite India Limited,INE371A01025,EQ,125948887040.0,497
NUVOCO.NS,NUVOCO,Nuvoco Vistas Corporation Limited,INE118D01016,EQ,124558213120.0,498
WABAG.NS,WABAG,VA Tech Wabag Limited,INE956G01038,EQ,124279398400.0,499
INDGN.NS,INDGN,Indegene Limited,INE065X01017,EQ,122886078464.0,500
TEGA.NS,TEGA,Tega Industries Limited,INE011K01018,EQ,121872146432.0,501
JSWHL.NS,JSWHL,JSW Holdings Limited,INE824G01012,EQ,121871949824.0,502
AMAGI.NS,AMAGI,Amagi Media Labs Limited,INE121R01077,EQ,121755557888.0,503
IRCON.NS,IRCON,Ircon International Limited,INE962Y01021,EQ,121636896768.0,504
SHILPAMED.NS,SHILPAMED,Shilpa Medicare Limited,INE790G01031,EQ,121309626368.0,505
MARKSANS.NS,MARKSANS,Marksans Pharma Limited,INE750C01026,EQ,121040035840.0,506
UTIAMC.NS,UTIAMC,UTI Asset Management Company Limited,INE094J01016,EQ,120835342336.0,507
TECHNOE.NS,TECHNOE,Techno Electric & Engineering Company Limited,INE285K01026,EQ,120265392128.0,508
PRUDENT.NS,PRUDENT,Prudent Corporate Advisory Services Limited,INE00F201020,EQ,119806083072.0,509
SEDEMAC.NS,SEDEMAC,SEDEMAC Mechatronics Limited,INE00XB01019,EQ,119795515392.0,510
LLOYDSENT.NS,LLOYDSENT,Lloyds Enterprises Limited,INE080I01025,EQ,118918397952.0,511
JMFINANCIL.NS,JMFINANCIL,JM Financial Limited,INE780C01023,EQ,118902276096.0,512
CANFINHOME.NS,CANFINHOME,Can Fin Homes Limited,INE477A01020,EQ,118434357248.0,513
PARKHOSPS.NS,PARKHOSPS,Park Medi World Limited,INE119201023,EQ,118327468032.0,514
ACE.NS,ACE,Action Construction Equipment Limited,INE731H01025,EQ,117528141824.0,515
ZENSARTECH.NS,ZENSARTECH,Zensar Technologies Limited,INE520A01027,EQ,117491884032.0,516
AAVAS.NS,AAVAS,Aavas Financiers Limited,INE216P01012,EQ,117460246528.0,517
VIYASH.NS,VIYASH,Viyash Scientific Limited,INE807F01027,EQ,117255847936.0,518
DIACABS.NS,DIACABS,Diamond Power Infrastructure Limited,INE989C01038,EQ,117187829760.0,519
BLUEDART.NS,BLUEDART,Blue Dart Express Limited,INE233B01017,EQ,116893294592.0,520
SOUTHBANK.NS,SOUTHBANK,The South Indian Bank Limited,INE683A01023,EQ,116765745152.0,521
JUBLINGREA.NS,JUBLINGREA,Jubilant Ingrevia Limited,INE0BY001018,EQ,116560412672.0,522
JKTYRE.NS,JKTYRE,JK Tyre & Industries Limited,INE573A01042,EQ,116238327808.0,523
TITAGARH.NS,TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,EQ,115799228416.0,524
JPPOWER.NS,JPPOWER,Jaiprakash Power Ventures Limited,INE351F01018,EQ,115617857536.0,525
ABLBL.NS,ABLBL,Aditya Birla Lifestyle Brands Limited,INE14LE01019,EQ,115244867584.0,526
AVALON.NS,AVALON,Avalon Technologies Limited,INE0LCL01028,EQ,115183468544.0,527
INDIAMART.NS,INDIAMART,Indiamart Intermesh Limited,INE933S01016,EQ,114870845440.0,528
SIGNATURE.NS,SIGNATURE,Signatureglobal (India) Limited,INE903U01023,EQ,113913479168.0,529
JAINREC.NS,JAINREC,Jain Resource Recycling Limited,INE0YD401026,EQ,113464213504.0,530
HEG.NS,HEG,HEG Limited,INE545A01024,EQ,113345347584.0,531
METROPOLIS.NS,METROPOLIS,Metropolis Healthcare Limited,INE112L01020,EQ,113078239232.0,532
PGHL.NS,PGHL,Procter & Gamble Health Limited,INE199A01012,EQ,112867500032.0,533
NAZARA.NS,NAZARA,Nazara Technologies Limited,INE418L01047,EQ,112862167040.0,534
RATEGAIN.NS,RATEGAIN,Rategain Travel Technologies Limited,INE0CLI01024,EQ,112522887168.0,535
EDELWEISS.NS,EDELWEISS,Edelweiss Financial Services Limited,INE532F01054,EQ,112495288320.0,536
UTLSOLAR.NS,UTLSOLAR,Fujiyama Power Systems Limited,INE12UR01024,EQ,112065175552.0,537
OLECTRA.NS,OLECTRA,Olectra Greentech Limited,INE260D01016,EQ,110538121216.0,538
AFCONS.NS,AFCONS,Afcons Infrastructure Limited,INE101I01011,EQ,110243446784.0,539
KIRLPNU.NS,KIRLPNU,Kirloskar Pneumatic Company Limited,INE811A01020,EQ,110177574912.0,540
RELAXO.NS,RELAXO,Relaxo Footwears Limited,INE131B01039,EQ,109520535552.0,541
TI.NS,TI,Tilaknagar Industries Limited,INE133E01013,EQ,109298941952.0,542
GODREJAGRO.NS,GODREJAGRO,Godrej Agrovet Limited,INE850D01014,EQ,109221986304.0,543
IEX.NS,IEX,Indian Energy Exchange Limited,INE022Q01020,EQ,109206077440.0,544
MGL.NS,MGL,Mahanagar Gas Limited,INE002S01010,EQ,108695068672.0,545
JWL.NS,JWL,Jupiter Wagons Limited,INE209L01016,EQ,108680290304.0,546
INTELLECT.NS,INTELLECT,Intellect Design Arena Limited,INE306R01017,EQ,105817300992.0,547
IIFLCAPS.NS,IIFLCAPS,IIFL Capital Services Limited,INE489L01022,EQ,105617170432.0,548
BLACKBUCK.NS,BLACKBUCK,BLACKBUCK LIMITED,INE0UIZ01018,EQ,105567510528.0,549
SANOFICONR.NS,SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011,EQ,105335570432.0,550
RITES.NS,RITES,RITES Limited,INE320J01015,EQ,104814878720.0,551
WAAREERTL.NS,WAAREERTL,Waaree Renewable Technologies Limited,INE299N01021,EQ,104262320128.0,552
