symbol,sector,industry,sector_key,industry_key
ABB.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
CUMMINSIND.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
BHEL.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
SIEMENS.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
GVT&D.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
SUZLON.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
AIAENG.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
KIRLOSENG.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
TRITURBINE.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
ELGIEQUIP.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
INOXINDIA.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
JYOTICNC.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
TDPOWERSYS.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
LMW.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
KSB.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
AZAD.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
KIRLOSBROS.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
INGERRAND.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
INOXWIND.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
LLOYDSENGG.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
TEGA.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
DIACABS.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
KIRLPNU.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
ELECON.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
VESUVIUS.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
POWERICA.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
OMNI.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
SHAKTIPUMP.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
ISGEC.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
GREAVESCOT.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
ANUP.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
RAYMOND.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
GMMPFAUDLR.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
JASH.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
SHANTIGEAR.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
WINDMACHIN.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
HLEGLAS.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
JNKINDIA.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
PIXTRANS.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
ADOR.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
ADVAIT.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
PENIND.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
HONDAPOWER.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
THEJO.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
KRISHNADEF.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
GALAPREC.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
DIFFNKG.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
JYOTISTRUC.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
MACPOWER.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
EKC.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
ICEMAKE.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
ROTO.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
KABRAEXTRU.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
YUKEN.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
MAMATA.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
SETL.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
INTLCONV.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
GUJAPOLLO.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
BATLIBOI.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
TRF.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
AARON.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
SOMICONVEY.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
DUCON.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
ATAM.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
TARAPUR.NS,Industrials,Specialty Industrial Machinery,industrials,specialty-industrial-machinery
ASHOKLEY.NS,Industrials,Farm & Heavy Construction Machinery,industrials,farm-heavy-construction-machinery
ESCORTS.NS,Industrials,Farm & Heavy Construction Machinery,industrials,farm-heavy-construction-machinery
ACE.NS,Industrials,Farm & Heavy Construction Machinery,industrials,farm-heavy-construction-machinery
OLECTRA.NS,Industrials,Farm & Heavy Construction Machinery,industrials,farm-heavy-construction-machinery
AJAXENGG.NS,Industrials,Farm & Heavy Construction Machinery,industrials,farm-heavy-construction-machinery
VSTTILLERS.NS,Industrials,Farm & Heavy Construction Machinery,industrials,farm-heavy-construction-machinery
UNIPARTS.NS,Industrials,Farm & Heavy Construction Machinery,industrials,farm-heavy-construction-machinery
TIL.NS,Industrials,Farm & Heavy Construction Machinery,industrials,farm-heavy-construction-machinery
EIMCOELECO.NS,Industrials,Farm & Heavy Construction Machinery,industrials,farm-heavy-construction-machinery
RMDRIP.NS,Industrials,Farm & Heavy Construction Machinery,industrials,farm-heavy-construction-machinery
INDOFARM.NS,Industrials,Farm & Heavy Construction Machinery,industrials,farm-heavy-construction-machinery
BAJAJINDEF.NS,Industrials,Farm & Heavy Construction Machinery,industrials,farm-heavy-construction-machinery
TARACHAND.NS,Industrials,Farm & Heavy Construction Machinery,industrials,farm-heavy-construction-machinery
MAHEPC.NS,Industrials,Farm & Heavy Construction Machinery,industrials,farm-heavy-construction-machinery
RVTH.NS,Industrials,Farm & Heavy Construction Machinery,industrials,farm-heavy-construction-machinery
CONCOR.NS,Industrials,Railroads,industrials,railroads
TITAGARH.NS,Industrials,Railroads,industrials,railroads
JWL.NS,Industrials,Railroads,industrials,railroads
TEXRAIL.NS,Industrials,Railroads,industrials,railroads
QUADFUTURE.NS,Industrials,Railroads,industrials,railroads
LT.NS,Industrials,Engineering & Construction,industrials,engineering-construction
RVNL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
CEMPRO.NS,Industrials,Engineering & Construction,industrials,engineering-construction
NBCC.NS,Industrials,Engineering & Construction,industrials,engineering-construction
KPIL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
KEC.NS,Industrials,Engineering & Construction,industrials,engineering-construction
ENGINERSIN.NS,Industrials,Engineering & Construction,industrials,engineering-construction
WABAG.NS,Industrials,Engineering & Construction,industrials,engineering-construction
IRCON.NS,Industrials,Engineering & Construction,industrials,engineering-construction
TECHNOE.NS,Industrials,Engineering & Construction,industrials,engineering-construction
AFCONS.NS,Industrials,Engineering & Construction,industrials,engineering-construction
RITES.NS,Industrials,Engineering & Construction,industrials,engineering-construction
WAAREERTL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
NCC.NS,Industrials,Engineering & Construction,industrials,engineering-construction
GRINFRA.NS,Industrials,Engineering & Construction,industrials,engineering-construction
WELENT.NS,Industrials,Engineering & Construction,industrials,engineering-construction
POWERMECH.NS,Industrials,Engineering & Construction,industrials,engineering-construction
LOTUSDEV.NS,Industrials,Engineering & Construction,industrials,engineering-construction
TRANSRAILL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
DBL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
AXISCADES.NS,Industrials,Engineering & Construction,industrials,engineering-construction
PRAJIND.NS,Industrials,Engineering & Construction,industrials,engineering-construction
PNCINFRA.NS,Industrials,Engineering & Construction,industrials,engineering-construction
SKIPPER.NS,Industrials,Engineering & Construction,industrials,engineering-construction
CEIGALL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
HCC.NS,Industrials,Engineering & Construction,industrials,engineering-construction
AHLUCONT.NS,Industrials,Engineering & Construction,industrials,engineering-construction
GVPIL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
PSPPROJECT.NS,Industrials,Engineering & Construction,industrials,engineering-construction
MANINFRA.NS,Industrials,Engineering & Construction,industrials,engineering-construction
EIEL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
JKIL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
HGINFRA.NS,Industrials,Engineering & Construction,industrials,engineering-construction
ASHOKA.NS,Industrials,Engineering & Construction,industrials,engineering-construction
KNRCON.NS,Industrials,Engineering & Construction,industrials,engineering-construction
INTERARCH.NS,Industrials,Engineering & Construction,industrials,engineering-construction
PATELENG.NS,Industrials,Engineering & Construction,industrials,engineering-construction
DREDGECORP.NS,Industrials,Engineering & Construction,industrials,engineering-construction
RAMKY.NS,Industrials,Engineering & Construction,industrials,engineering-construction
EPACKPEB.NS,Industrials,Engineering & Construction,industrials,engineering-construction
EMSLIMITED.NS,Industrials,Engineering & Construction,industrials,engineering-construction
KPEL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
VINDHYATEL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
INDIANHUME.NS,Industrials,Engineering & Construction,industrials,engineering-construction
SIMPLEXINF.NS,Industrials,Engineering & Construction,industrials,engineering-construction
CAPACITE.NS,Industrials,Engineering & Construction,industrials,engineering-construction
CEINSYS.NS,Industrials,Engineering & Construction,industrials,engineering-construction
VIKRAN.NS,Industrials,Engineering & Construction,industrials,engineering-construction
MBEL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
SPMLINFRA.NS,Industrials,Engineering & Construction,industrials,engineering-construction
WALCHANNAG.NS,Industrials,Engineering & Construction,industrials,engineering-construction
GARUDA.NS,Industrials,Engineering & Construction,industrials,engineering-construction
GPTINFRA.NS,Industrials,Engineering & Construction,industrials,engineering-construction
BLKASHYAP.NS,Industrials,Engineering & Construction,industrials,engineering-construction
SEPC.NS,Industrials,Engineering & Construction,industrials,engineering-construction
RIIL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
SRM.NS,Industrials,Engineering & Construction,industrials,engineering-construction
JITFINFRA.NS,Industrials,Engineering & Construction,industrials,engineering-construction
ARIS.NS,Industrials,Engineering & Construction,industrials,engineering-construction
DENTA.NS,Industrials,Engineering & Construction,industrials,engineering-construction
OMINFRAL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
SUPREMEINF.NS,Industrials,Engineering & Construction,industrials,engineering-construction
CCCL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
ABINFRA.NS,Industrials,Engineering & Construction,industrials,engineering-construction
WSI.NS,Industrials,Engineering & Construction,industrials,engineering-construction
ATALREAL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
MOLDTECH.NS,Industrials,Engineering & Construction,industrials,engineering-construction
RPPINFRA.NS,Industrials,Engineering & Construction,industrials,engineering-construction
PIGL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
GENCON.NS,Industrials,Engineering & Construction,industrials,engineering-construction
A2ZINFRA.NS,Industrials,Engineering & Construction,industrials,engineering-construction
TICL.NS,Industrials,Engineering & Construction,industrials,engineering-construction
SADBHAV.NS,Industrials,Engineering & Construction,industrials,engineering-construction
HECPROJECT.NS,Industrials,Engineering & Construction,industrials,engineering-construction
USK.NS,Industrials,Engineering & Construction,industrials,engineering-construction
TARMAT.NS,Industrials,Engineering & Construction,industrials,engineering-construction
RKEC.NS,Industrials,Engineering & Construction,industrials,engineering-construction
TPHQ.NS,Industrials,Engineering & Construction,industrials,engineering-construction
AKASH.NS,Industrials,Engineering & Construction,industrials,engineering-construction
OMPOWER.NS,Industrials,Engineering & Construction,industrials,engineering-construction
SUPREMEIND.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
CPPLUS.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
ASTRAL.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
BLUESTARCO.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
GRINDWELL.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
KAJARIACER.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
FINPIPE.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
CERA.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
ELECTCAST.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
RAMCOIND.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
POKARNA.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
PRINCEPIPE.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
NITCO.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
APOLLOPIPE.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
SOMANYCERA.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
ASIANTILES.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
BIRLANU.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
HARDWYN.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
VISAKAIND.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
BIGBLOC.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
ORIENTBELL.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
EUROBOND.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
SAHYADRI.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
EXXARO.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
MURUDCERA.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
TEXMOPIPES.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
BEARDSELL.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
REGENCERAM.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
AHLADA.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
ORIENTALTL.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
AROGRANITE.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
LEXUS.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
MADHAV.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
TIJARIA.NS,Industrials,Building Products & Equipment,industrials,building-products-equipment
POWERINDIA.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
CGPOWER.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
POLYCAB.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
HAVELLS.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
APARINDS.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
KEI.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
HONAUT.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
SCHNEIDER.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
RRKABEL.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
HBLENGINE.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
ARE&M.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
FINCABLES.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
VGUARD.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
ATLANTAELE.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
GRAPHITE.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
HEG.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
TARIL.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
VOLTAMP.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
GENUSPOWER.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
PRECWIRE.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
KSHINTL.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
SHILCTECH.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
OSWALPUMPS.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
HIRECT.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
LASERPOWER.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
UNIVCABLES.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
RAMRAT.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
MARINE.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
SPECTRUM.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
BBL.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
EVEREADY.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
SERVOTECH.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
EXICOM.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
HPL.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
VIDYAWIRES.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
MARSONS.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
DYCL.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
SALZERELEC.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
PROSTARM.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
ELIN.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
DENORA.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
AEPL.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
S&SPOWER.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
RMC.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
NIPPOBATRY.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
GEEKAYWIRE.NS,Industrials,Electrical Equipment & Parts,industrials,electrical-equipment-parts
DELHIVERY.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
SHADOWFAX.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
BLUEDART.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
TCI.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
TVSSCS.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
MAHLOG.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
GATEWAY.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
TCIEXP.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
NAVKARCORP.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
AGL.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
ALLCARGO.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
WCIL.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
RITCO.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
SICALLOG.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
ATL.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
SNOWMAN.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
GICL.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
JETFREIGHT.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
TOTAL.NS,Industrials,Integrated Freight & Logistics,industrials,integrated-freight-logistics
BLS.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
PDSL.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
CMSINFO.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
BLSE.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
JAYKAY.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
HGS.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
BLUSPRING.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
DIGITIDE.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
ONEPOINT.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
UDS.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
KAPSTON.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
GYFTR.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
ALLDIGI.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
GKWLIMITED.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
KRYSTAL.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
REPRO.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
RADIANTCMS.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
DJML.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
APOLSINHOT.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
RUCHINFRA.NS,Industrials,Specialty Business Services,industrials,specialty-business-services
SGMART.NS,Industrials,Industrial Distribution,industrials,industrial-distribution
AKG.NS,Industrials,Industrial Distribution,industrials,industrial-distribution
AWHCL.NS,Industrials,Waste Management,industrials,waste-management
RACE.NS,Industrials,Waste Management,industrials,waste-management
SRF.NS,Industrials,Conglomerates,industrials,conglomerates
TIINDIA.NS,Industrials,Conglomerates,industrials,conglomerates
THERMAX.NS,Industrials,Conglomerates,industrials,conglomerates
GODREJIND.NS,Industrials,Conglomerates,industrials,conglomerates
3MINDIA.NS,Industrials,Conglomerates,industrials,conglomerates
CARBORUNIV.NS,Industrials,Conglomerates,industrials,conglomerates
NAVA.NS,Industrials,Conglomerates,industrials,conglomerates
DCMSHRIRAM.NS,Industrials,Conglomerates,industrials,conglomerates
BEML.NS,Industrials,Conglomerates,industrials,conglomerates
JSWHL.NS,Industrials,Conglomerates,industrials,conglomerates
SWANCORP.NS,Industrials,Conglomerates,industrials,conglomerates
MMTC.NS,Industrials,Conglomerates,industrials,conglomerates
CYIENT.NS,Industrials,Conglomerates,industrials,conglomerates
NESCO.NS,Industrials,Conglomerates,industrials,conglomerates
HNDFDS.NS,Industrials,Conglomerates,industrials,conglomerates
MSTCLTD.NS,Industrials,Conglomerates,industrials,conglomerates
SINDHUTRAD.NS,Industrials,Conglomerates,industrials,conglomerates
BALMLAWRIE.NS,Industrials,Conglomerates,industrials,conglomerates
NIBE.NS,Industrials,Conglomerates,industrials,conglomerates
JISLJALEQS.NS,Industrials,Conglomerates,industrials,conglomerates
SBC.NS,Industrials,Conglomerates,industrials,conglomerates
JISLDVREQS.NS,Industrials,Conglomerates,industrials,conglomerates
ZUARIIND.NS,Industrials,Conglomerates,industrials,conglomerates
PVP.NS,Industrials,Conglomerates,industrials,conglomerates
STCINDIA.NS,Industrials,Conglomerates,industrials,conglomerates
KOTHARIPRO.NS,Industrials,Conglomerates,industrials,conglomerates
ROSSELLIND.NS,Industrials,Conglomerates,industrials,conglomerates
METROGLOBL.NS,Industrials,Conglomerates,industrials,conglomerates
SIGIND.NS,Industrials,Conglomerates,industrials,conglomerates
LANDSMILL.NS,Industrials,Conglomerates,industrials,conglomerates
SANGHVIMOV.NS,Industrials,Rental & Leasing Services,industrials,rental-leasing-services
AWFIS.NS,Industrials,Rental & Leasing Services,industrials,rental-leasing-services
CROWN.NS,Industrials,Rental & Leasing Services,industrials,rental-leasing-services
INDIGO.NS,Industrials,Airlines,industrials,airlines
VRLLOG.NS,Industrials,Trucking,industrials,trucking
OBCL.NS,Industrials,Trucking,industrials,trucking
PTCIL.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
HAPPYFORGE.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
GRAVITA.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
RKFORGE.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
RHIM.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
KIRLFER.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
AEROFLEX.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
BALUFORGE.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
ROLEXRINGS.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
SBCL.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
KIRLOSIND.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
PITTIENG.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
SUNCLAY.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
MMFL.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
MANAKCOAT.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
NELCAST.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
GANDHITUBE.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
ALICON.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
SGIL.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
TEMBO.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
TIRUPATIFL.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
MANAKSIA.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
SMLT.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
COCKERILL.NS,Industrials,Metal Fabrication,industrials,metal-fabrication
TIMKEN.NS,Industrials,Tools & Accessories,industrials,tools-accessories
SKFINDUS.NS,Industrials,Tools & Accessories,industrials,tools-accessories
ESABINDIA.NS,Industrials,Tools & Accessories,industrials,tools-accessories
SKFINDIA.NS,Industrials,Tools & Accessories,industrials,tools-accessories
KENNAMET.NS,Industrials,Tools & Accessories,industrials,tools-accessories
TIIL.NS,Industrials,Tools & Accessories,industrials,tools-accessories
HARSHA.NS,Industrials,Tools & Accessories,industrials,tools-accessories
WENDT.NS,Industrials,Tools & Accessories,industrials,tools-accessories
NIBL.NS,Industrials,Tools & Accessories,industrials,tools-accessories
LATENTVIEW.NS,Industrials,Consulting Services,industrials,consulting-services
SECMARK.NS,Industrials,Consulting Services,industrials,consulting-services
SIS.NS,Industrials,Security & Protection Services,industrials,security-protection-services
MALLCOM.NS,Industrials,Security & Protection Services,industrials,security-protection-services
ADANIPORTS.NS,Industrials,Marine Shipping,industrials,marine-shipping
JSWINFRA.NS,Industrials,Marine Shipping,industrials,marine-shipping
GESHIP.NS,Industrials,Marine Shipping,industrials,marine-shipping
